click,group
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
1,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
0,exp
1,exp
0,exp
0,exp
0,exp
1,exp
1,exp
0,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
1,exp
0,exp
0,exp
1,exp
0,exp
1,exp
1,exp
1,exp
1,exp
0,exp
1,exp
0,exp
